id	definition_source	definition	definition_pp	definition_description	specific	specific_pp	level_5	level_5_pp	subclass	subclass_pp	class	class_pp	superclass	superclass_pp
141	level_5	Long-chain fatty acids	0.9930	Fatty acids with an aliphatic tail that contains between 13 and 21 carbon atoms.	Long-chain fatty acids	0.9930	Long-chain fatty acids	0.9930	Fatty acids and conjugates	0.9930	Fatty Acyls	0.9970	Lipids and lipid-like molecules	0.9990
142	class	Prenol lipids	0.6190	Lipids synthesized from the five-carbon-unit precursors isopentenyl diphosphate and dimethylallyl diphosphate.	Prenol lipids	0.6190					Prenol lipids	0.6190	Lipids and lipid-like molecules	0.9750
145	level_5	Long-chain fatty acids	0.9910	Fatty acids with an aliphatic tail that contains between 13 and 21 carbon atoms.	Long-chain fatty acids	0.9910	Long-chain fatty acids	0.9910	Fatty acids and conjugates	0.9920	Fatty Acyls	0.9990	Lipids and lipid-like molecules	1.0000
146	subclass	Carbohydrates and carbohydrate conjugates	0.9890	Monosaccharides, disaccharides, oligosaccharides, polysaccharides, and their derivatives.	Aminocyclitol glycosides	0.5590	Aminosaccharides	0.3720	Carbohydrates and carbohydrate conjugates	0.9890	Organooxygen compounds	0.9990	Organic oxygen compounds	1.0000
147	subclass	Nitrobenzenes	0.9360	Compounds containing a nitrobenzene moiety, which consists of a benzene ring with a carbon bearing a nitro group.	Nitrobenzenes	0.9360			Nitrobenzenes	0.9360	Benzene and substituted derivatives	0.9780	Benzenoids	0.9980
148	class	Benzene and substituted derivatives	0.8540	Aromatic compounds containing one monocyclic ring system consisting of benzene.	Phenylpropanes	0.0460			Phenylpropanes	0.0460	Benzene and substituted derivatives	0.8540	Benzenoids	0.9990
149	subclass	Nitrobenzenes	0.5900	Compounds containing a nitrobenzene moiety, which consists of a benzene ring with a carbon bearing a nitro group.	Nitrobenzenes	0.5900			Nitrobenzenes	0.5900	Benzene and substituted derivatives	0.9660	Benzenoids	0.9960
154	level_5	Long-chain fatty acids	0.9950	Fatty acids with an aliphatic tail that contains between 13 and 21 carbon atoms.	Long-chain fatty acids	0.9950	Long-chain fatty acids	0.9950	Fatty acids and conjugates	0.9950	Fatty Acyls	1.0000	Lipids and lipid-like molecules	1.0000
156	level_5	Long-chain fatty acids	0.9030	Fatty acids with an aliphatic tail that contains between 13 and 21 carbon atoms.	Long-chain fatty acids	0.9030	Long-chain fatty acids	0.9030	Fatty acids and conjugates	0.9960	Fatty Acyls	0.9990	Lipids and lipid-like molecules	1.0000
158	subclass	1-hydroxy-2-unsubstituted benzenoids	0.6230	Phenols that a unsubstituted at the 2-position.	1-hydroxy-2-unsubstituted benzenoids	0.6230			1-hydroxy-2-unsubstituted benzenoids	0.6230	Phenols	0.6880	Benzenoids	0.9970
159	null	null	null	null	Naphthalenecarboxylic acids	0.0000	Naphthalenecarboxylic acids	0.0000	Naphthalenecarboxylic acids and derivatives	0.0000	Naphthalenes	0.0000	Benzenoids	0.0010
161	level_5	Medium-chain fatty acids	0.8800	Fatty acids with an aliphatic tail that contains between 4 and 12 carbon atoms.	Medium-chain fatty acids	0.8800	Medium-chain fatty acids	0.8800	Fatty acids and conjugates	0.9650	Fatty Acyls	0.9800	Lipids and lipid-like molecules	0.9900
163	level_5	Amino acids and derivatives	0.9160	Organic compounds containing an amine group, a carboxylic acid group (or a derivative thereof), and a side-chain that is specific to each amino acid.	Alpha amino acid amides	0.6290	Amino acids and derivatives	0.9160	Amino acids, peptides, and analogues	0.9170	Carboxylic acids and derivatives	0.9610	Organic acids and derivatives	0.9740
164	superclass	Organoheterocyclic compounds	0.9410	Compounds containing a ring with least one carbon atom and one non-carbon atom.	6-aminopurines	0.0000	6-aminopurines	0.0000	Purines and purine derivatives	0.0000	Imidazopyrimidines	0.0000	Organoheterocyclic compounds	0.9410
165	superclass	Organoheterocyclic compounds	0.9940	Compounds containing a ring with least one carbon atom and one non-carbon atom.	Naphthopyrans	0.0010					Naphthopyrans	0.0010	Organoheterocyclic compounds	0.9940
166	subclass	Alpha-keto acids and derivatives	0.9080	Organic compounds containing an aldehyde substituted with a keto group on the adjacent carbon.	Alpha-keto acids and derivatives	0.9080			Alpha-keto acids and derivatives	0.9080	Keto acids and derivatives	0.7350	Organic acids and derivatives	0.9820
168	level_5	Long-chain fatty acids	0.9990	Fatty acids with an aliphatic tail that contains between 13 and 21 carbon atoms.	Long-chain fatty acids	0.9990	Long-chain fatty acids	0.9990	Fatty acids and conjugates	0.9990	Fatty Acyls	1.0000	Lipids and lipid-like molecules	1.0000
169	level_5	Long-chain fatty acids	0.9300	Fatty acids with an aliphatic tail that contains between 13 and 21 carbon atoms.	Long-chain fatty acids	0.9300	Long-chain fatty acids	0.9300	Fatty acids and conjugates	0.9670	Fatty Acyls	0.9910	Lipids and lipid-like molecules	0.9960
171	superclass	Organic acids and derivatives	0.6080	Compounds an organic acid or a derivative thereof.	Organic thiophosphoric acids and derivatives	0.0000					Organic thiophosphoric acids and derivatives	0.0000	Organic acids and derivatives	0.6080
172	level_5	Amino acids and derivatives	0.9300	Organic compounds containing an amine group, a carboxylic acid group (or a derivative thereof), and a side-chain that is specific to each amino acid.	Amino acids	0.9440	Amino acids and derivatives	0.9300	Amino acids, peptides, and analogues	0.9260	Carboxylic acids and derivatives	0.9970	Organic acids and derivatives	0.9990
173	subclass	Dicarboxylic acids and derivatives	0.9070	Organic compounds containing exactly two carboxylic acid groups.	Dicarboxylic acids and derivatives	0.9070			Dicarboxylic acids and derivatives	0.9070	Carboxylic acids and derivatives	0.9920	Organic acids and derivatives	0.9990
174	subclass	Lineolic acids and derivatives	0.7110	Derivatives of lineolic acid. Lineolic acid is a polyunsaturated omega-6 18 carbon long fatty acid, with two CC double bonds at the 9- and 12-positions.	Lineolic acids and derivatives	0.7110			Lineolic acids and derivatives	0.7110	Fatty Acyls	1.0000	Lipids and lipid-like molecules	1.0000
176	class	Prenol lipids	0.5250	Lipids synthesized from the five-carbon-unit precursors isopentenyl diphosphate and dimethylallyl diphosphate.	Prenol lipids	0.5250					Prenol lipids	0.5250	Lipids and lipid-like molecules	0.6800
177	null	null	null	null	Nitrobenzenes	0.0010			Nitrobenzenes	0.0010	Benzene and substituted derivatives	0.0040	Benzenoids	0.0130
179	subclass	Fatty acids and conjugates	0.8690	Aliphatic monocarboxylic acids with a saturated or unsaturated aliphatic tail (with at least 4 Carbon atoms).	Fatty acids and conjugates	0.8690			Fatty acids and conjugates	0.8690	Fatty Acyls	0.9840	Lipids and lipid-like molecules	0.9890
181	level_5	Long-chain fatty acids	0.9570	Fatty acids with an aliphatic tail that contains between 13 and 21 carbon atoms.	Long-chain fatty acids	0.9570	Long-chain fatty acids	0.9570	Fatty acids and conjugates	0.9690	Fatty Acyls	0.9830	Lipids and lipid-like molecules	0.9930
182	subclass	Lineolic acids and derivatives	0.7300	Derivatives of lineolic acid. Lineolic acid is a polyunsaturated omega-6 18 carbon long fatty acid, with two CC double bonds at the 9- and 12-positions.	Lineolic acids and derivatives	0.7300			Lineolic acids and derivatives	0.7300	Fatty Acyls	0.9970	Lipids and lipid-like molecules	0.9990
183	superclass	Benzenoids	0.7440	Aromatic compounds containing one or more benzene rings.	Benzenoids	0.7440							Benzenoids	0.7440
184	level_5	Medium-chain fatty acids	0.5380	Fatty acids with an aliphatic tail that contains between 4 and 12 carbon atoms.	Medium-chain fatty acids	0.5380	Medium-chain fatty acids	0.5380	Fatty acids and conjugates	0.9090	Fatty Acyls	0.9870	Lipids and lipid-like molecules	0.9930
185	subclass	Dicarboxylic acids and derivatives	0.7340	Organic compounds containing exactly two carboxylic acid groups.	Dicarboxylic acids and derivatives	0.7340			Dicarboxylic acids and derivatives	0.7340	Carboxylic acids and derivatives	0.9750	Organic acids and derivatives	0.9920
186	level_5	Amino acids and derivatives	0.9980	Organic compounds containing an amine group, a carboxylic acid group (or a derivative thereof), and a side-chain that is specific to each amino acid.	N-acyl-L-alpha-amino acids	0.6750	Amino acids and derivatives	0.9980	Amino acids, peptides, and analogues	0.9980	Carboxylic acids and derivatives	1.0000	Organic acids and derivatives	1.0000
188	level_5	Secondary alcohols	0.9930	Compounds containing a secondary alcohol functional group, with the general structure HOC(R)(R') (R,R'=alkyl, aryl).	Cyclohexanols	0.6900	Secondary alcohols	0.9930	Alcohols and polyols	1.0000	Organooxygen compounds	1.0000	Organic oxygen compounds	1.0000
190	subclass	Imidazoles	0.7700	Compounds containing an imidazole ring, which is an aromatic five-member ring with two nitrogen atoms at positions 1 and 3, and three carbon atoms.	Imidazoles	0.7700			Imidazoles	0.7700	Azoles	0.6220	Organoheterocyclic compounds	0.9900
191	level_5	Monoacylglycerols	0.8900	Glycerides consisting of one fatty acid chain covalently bonded to a glycerol molecule through an ester linkage.	1-monoacylglycerols	0.9130	Monoacylglycerols	0.8900	Monoradylglycerols	0.9930	Glycerolipids	0.9980	Lipids and lipid-like molecules	1.0000
192	subclass	1-hydroxy-2-unsubstituted benzenoids	0.7440	Phenols that a unsubstituted at the 2-position.	1-hydroxy-2-unsubstituted benzenoids	0.7440			1-hydroxy-2-unsubstituted benzenoids	0.7440	Phenols	0.7370	Benzenoids	0.9780
193	level_5	Amino acids and derivatives	0.9330	Organic compounds containing an amine group, a carboxylic acid group (or a derivative thereof), and a side-chain that is specific to each amino acid.	Amino acids	0.9320	Amino acids and derivatives	0.9330	Amino acids, peptides, and analogues	0.9300	Carboxylic acids and derivatives	0.9960	Organic acids and derivatives	0.9980
194	subclass	Carbohydrates and carbohydrate conjugates	0.5660	Monosaccharides, disaccharides, oligosaccharides, polysaccharides, and their derivatives.	Carbohydrates and carbohydrate conjugates	0.5660			Carbohydrates and carbohydrate conjugates	0.5660	Organooxygen compounds	0.9990	Organic oxygen compounds	1.0000
195	null	null	null	null	Lactams	0.0200					Lactams	0.0200	Organoheterocyclic compounds	0.0980
196	subclass	Sesquiterpenoids	0.8510	Terpenes with three consecutive isoprene units.	Sesquiterpenoids	0.8510			Sesquiterpenoids	0.8510	Prenol lipids	0.9630	Lipids and lipid-like molecules	0.9890
197	level_5	Long-chain fatty acids	0.9380	Fatty acids with an aliphatic tail that contains between 13 and 21 carbon atoms.	Long-chain fatty acids	0.9380	Long-chain fatty acids	0.9380	Fatty acids and conjugates	0.9790	Fatty Acyls	0.9970	Lipids and lipid-like molecules	0.9980
199	subclass	Dicarboxylic acids and derivatives	0.8300	Organic compounds containing exactly two carboxylic acid groups.	Dicarboxylic acids and derivatives	0.8300			Dicarboxylic acids and derivatives	0.8300	Carboxylic acids and derivatives	0.9480	Organic acids and derivatives	0.9740
201	level_5	Long-chain fatty acids	0.9950	Fatty acids with an aliphatic tail that contains between 13 and 21 carbon atoms.	Long-chain fatty acids	0.9950	Long-chain fatty acids	0.9950	Fatty acids and conjugates	0.9920	Fatty Acyls	0.9980	Lipids and lipid-like molecules	0.9990
202	class	Carboxylic acids and derivatives	0.9970	Compounds containing a carboxylic acid group with the formula -C(=O)OH or a derivative thereof.	Glutamic acid and derivatives	0.5230	Amino acids and derivatives	0.3590	Amino acids, peptides, and analogues	0.3560	Carboxylic acids and derivatives	0.9970	Organic acids and derivatives	0.9990
203	subclass	Tricarboxylic acids and derivatives	0.5940	Carboxylic acids containing exactly three carboxyl groups.	Tricarboxylic acids and derivatives	0.5940			Tricarboxylic acids and derivatives	0.5940	Carboxylic acids and derivatives	0.9960	Organic acids and derivatives	0.9990
204	class	Organooxygen compounds	0.9770	Organic compounds containing a bond between a carbon atom and an oxygen atom.	Organooxygen compounds	0.9770					Organooxygen compounds	0.9770	Organic oxygen compounds	1.0000
206	level_5	Amino acids and derivatives	0.9240	Organic compounds containing an amine group, a carboxylic acid group (or a derivative thereof), and a side-chain that is specific to each amino acid.	N-acyl-alpha amino acids	0.9400	Amino acids and derivatives	0.9240	Amino acids, peptides, and analogues	0.9230	Carboxylic acids and derivatives	0.9970	Organic acids and derivatives	0.9990
207	level_5	Long-chain fatty acids	0.9960	Fatty acids with an aliphatic tail that contains between 13 and 21 carbon atoms.	Long-chain fatty acids	0.9960	Long-chain fatty acids	0.9960	Fatty acids and conjugates	0.9850	Fatty Acyls	0.9930	Lipids and lipid-like molecules	0.9970
209	subclass	Medium-chain hydroxy acids and derivatives	0.8180	Hydroxy acids with a 6 to 12 carbon atoms long side chain.	Medium-chain hydroxy acids and derivatives	0.8180			Medium-chain hydroxy acids and derivatives	0.8180	Hydroxy acids and derivatives	0.8600	Organic acids and derivatives	0.9970
213	subclass	Medium-chain hydroxy acids and derivatives	0.6640	Hydroxy acids with a 6 to 12 carbon atoms long side chain.	Medium-chain hydroxy acids and derivatives	0.6640			Medium-chain hydroxy acids and derivatives	0.6640	Hydroxy acids and derivatives	0.8340	Organic acids and derivatives	0.9790
214	level_5	Alkyl glycosides	0.7680	Lipids containing a glycosyl moiety (one or several units) linked to the hydroxyl group of a fatty alcohol.	Alkyl glycosides	0.7680	Alkyl glycosides	0.7680	Fatty acyl glycosides	0.7730	Fatty Acyls	0.8920	Lipids and lipid-like molecules	0.9940
215	level_5	Long-chain fatty acids	0.9370	Fatty acids with an aliphatic tail that contains between 13 and 21 carbon atoms.	Long-chain fatty acids	0.9370	Long-chain fatty acids	0.9370	Fatty acids and conjugates	0.9430	Fatty Acyls	0.9940	Lipids and lipid-like molecules	0.9990
216	level_5	Benzoic acid esters	0.8610	Ester derivatives of benzoic acid.	Benzoic acid esters	0.8610	Benzoic acid esters	0.8610	Benzoic acids and derivatives	0.9100	Benzene and substituted derivatives	0.9830	Benzenoids	0.9920
218	subclass	Fatty acid esters	0.5320	Carboxylic ester derivatives of a fatty acid.	Fatty acid esters	0.5320			Fatty acid esters	0.5320	Fatty Acyls	0.6030	Lipids and lipid-like molecules	0.6390
220	superclass	Organoheterocyclic compounds	0.5230	Compounds containing a ring with least one carbon atom and one non-carbon atom.	Organoheterocyclic compounds	0.5230							Organoheterocyclic compounds	0.5230
221	level_5	Medium-chain fatty acids	0.6170	Fatty acids with an aliphatic tail that contains between 4 and 12 carbon atoms.	Medium-chain fatty acids	0.6170	Medium-chain fatty acids	0.6170	Fatty acids and conjugates	0.7490	Fatty Acyls	0.8660	Lipids and lipid-like molecules	0.9460
